,0
4141,3.0
4142,3.0
4143,2.0
4144,2.0
4145,2.0
4146,2.0
4147,2.0
4148,2.0
4149,2.0
4150,2.0
4151,2.0
4152,2.0
4153,2.0
4154,2.0
4155,2.0
4156,2.0
4157,2.0
4158,2.0
4159,2.0
4160,3.0
4161,3.0
4162,3.0
4163,3.0
4164,3.0
4165,3.0
4166,3.0
4167,3.0
4168,2.0
4169,2.0
4170,2.0
4171,2.0
4172,2.0
4173,2.0
4174,2.0
4175,2.0
4176,5.0
4177,5.0
4178,5.0
4179,5.0
4180,5.0
4181,5.0
4182,5.0
4183,5.0
4184,5.0
4185,5.0
4186,5.0
4187,5.0
4188,5.0
4189,5.0
4190,5.0
4191,5.0
4192,5.0
4193,5.0
4194,5.0
4195,5.0
4196,5.0
4197,5.0
4198,5.0
4199,5.0
4200,5.0
4201,5.0
4202,5.0
4203,5.0
4204,5.0
4205,5.0
4206,5.0
4207,5.0
4208,5.0
4209,5.0
4210,5.0
4211,5.0
4212,5.0
4213,5.0
4214,5.0
4215,5.0
4216,5.0
4217,5.0
4218,5.0
4219,5.0
4220,4.0
4221,4.0
4222,4.0
4223,4.0
4224,4.0
4225,4.0
4226,4.0
4227,4.0
4228,4.0
4229,4.0
4230,4.0
4231,4.0
4232,4.0
4233,4.0
4234,4.0
4235,4.0
4236,4.0
4237,4.0
4238,4.0
4239,4.0
4240,4.0
4241,4.0
4242,4.0
4243,4.0
4244,4.0
4245,4.0
4246,4.0
4247,4.0
4248,4.0
4249,4.0
4250,4.0
4251,4.0
4252,4.0
4253,4.0
4254,4.0
4255,4.0
4256,4.0
4257,4.0
4258,6.0
4259,6.0
4260,6.0
4261,6.0
4262,6.0
4263,6.0
4264,6.0
4265,6.0
4266,6.0
4267,6.0
4268,6.0
4269,6.0
4270,6.0
4271,6.0
4272,6.0
4273,6.0
4274,6.0
4275,6.0
4276,6.0
4277,6.0
4278,6.0
4279,6.0
4280,6.0
4281,6.0
4282,6.0
4283,6.0
4284,6.0
4285,6.0
4286,6.0
4287,6.0
4288,6.0
4289,6.0
4290,6.0
4291,6.0
4292,6.0
4293,6.0
4294,6.0
4295,6.0
4296,6.0
4297,6.0
4298,6.0
4299,6.0
4300,6.0
4301,6.0
4302,6.0
4303,6.0
4304,1.0
4305,1.0
4306,1.0
4307,1.0
4308,1.0
4309,1.0
4310,1.0
4311,1.0
4312,1.0
4313,1.0
4314,1.0
4315,1.0
4316,1.0
4317,1.0
4318,1.0
4319,1.0
4320,1.0
4321,1.0
4322,1.0
4323,1.0
4324,1.0
4325,1.0
4326,1.0
4327,1.0
4328,1.0
4329,3.0
4330,3.0
4331,3.0
4332,3.0
4333,3.0
4334,3.0
4335,3.0
4336,3.0
4337,3.0
4338,3.0
4339,3.0
4340,3.0
4341,3.0
4342,3.0
4343,3.0
4344,2.0
4345,2.0
4346,2.0
4347,2.0
4348,2.0
4349,2.0
4350,2.0
4351,2.0
4352,2.0
4353,2.0
4354,2.0
4355,2.0
4356,2.0
4357,2.0
4358,2.0
4359,3.0
4360,3.0
4361,3.0
4362,3.0
4363,3.0
4364,3.0
4365,3.0
4366,2.0
4367,2.0
4368,2.0
4369,2.0
4370,2.0
4371,2.0
4372,2.0
4373,5.0
4374,5.0
4375,5.0
4376,5.0
4377,5.0
4378,5.0
4379,5.0
4380,5.0
4381,5.0
4382,5.0
4383,5.0
4384,5.0
4385,5.0
4386,5.0
4387,5.0
4388,5.0
4389,5.0
4390,5.0
4391,5.0
4392,5.0
4393,5.0
4394,5.0
4395,5.0
4396,5.0
4397,5.0
4398,5.0
4399,5.0
4400,5.0
4401,5.0
4402,5.0
4403,4.0
4404,4.0
4405,4.0
4406,4.0
4407,4.0
4408,4.0
4409,4.0
4410,4.0
4411,4.0
4412,4.0
4413,4.0
4414,4.0
4415,4.0
4416,4.0
4417,4.0
4418,4.0
4419,4.0
4420,4.0
4421,4.0
4422,4.0
4423,4.0
4424,4.0
4425,4.0
4426,4.0
4427,4.0
4428,4.0
4429,4.0
4430,4.0
4431,4.0
4432,4.0
4433,4.0
4434,4.0
4435,6.0
4436,6.0
4437,6.0
4438,6.0
4439,6.0
4440,6.0
4441,6.0
4442,6.0
4443,6.0
4444,6.0
4445,6.0
4446,6.0
4447,6.0
4448,6.0
4449,6.0
4450,6.0
4451,6.0
4452,6.0
4453,6.0
4454,6.0
4455,6.0
4456,6.0
4457,6.0
4458,6.0
4459,6.0
4460,6.0
4461,6.0
4462,6.0
4463,6.0
4464,6.0
4465,6.0
4466,6.0
4467,6.0
4468,6.0
4469,6.0
4470,6.0
4471,6.0
4472,1.0
4473,1.0
4474,1.0
4475,1.0
4476,1.0
4477,1.0
4478,1.0
4479,1.0
4480,1.0
4481,1.0
4482,1.0
4483,1.0
4484,1.0
4485,1.0
4486,1.0
4487,1.0
4488,1.0
4489,1.0
4490,1.0
4491,1.0
4492,1.0
4493,1.0
4494,1.0
4495,3.0
4496,3.0
4497,3.0
4498,3.0
4499,3.0
4500,3.0
4501,3.0
4502,3.0
4503,3.0
4504,3.0
4505,3.0
4506,3.0
4507,2.0
4508,2.0
4509,2.0
4510,2.0
4511,2.0
4512,2.0
4513,2.0
4514,2.0
4515,2.0
4516,2.0
4517,2.0
4518,2.0
4519,2.0
4520,2.0
4521,3.0
4522,3.0
4523,3.0
4524,3.0
4525,3.0
4526,3.0
4527,2.0
4528,2.0
4529,2.0
4530,2.0
4531,2.0
4532,2.0
4533,2.0
4534,5.0
4535,5.0
4536,5.0
4537,5.0
4538,5.0
4539,5.0
4540,5.0
4541,5.0
4542,5.0
4543,5.0
4544,5.0
4545,5.0
4546,5.0
4547,5.0
4548,5.0
4549,5.0
4550,5.0
4551,5.0
4552,5.0
4553,5.0
4554,5.0
4555,5.0
4556,5.0
4557,5.0
4558,5.0
4559,5.0
4560,5.0
4561,5.0
4562,5.0
4563,5.0
4564,5.0
4565,5.0
4566,5.0
4567,4.0
4568,4.0
4569,4.0
4570,4.0
4571,4.0
4572,4.0
4573,4.0
4574,4.0
4575,4.0
4576,4.0
4577,4.0
4578,4.0
4579,4.0
4580,4.0
4581,4.0
4582,4.0
4583,4.0
4584,4.0
4585,4.0
4586,4.0
4587,4.0
4588,4.0
4589,4.0
4590,4.0
4591,4.0
4592,4.0
4593,4.0
4594,4.0
4595,4.0
4596,4.0
4597,6.0
4598,6.0
4599,6.0
4600,6.0
4601,6.0
4602,6.0
4603,6.0
4604,6.0
4605,6.0
4606,6.0
4607,6.0
4608,6.0
4609,6.0
4610,6.0
4611,6.0
4612,6.0
4613,6.0
4614,6.0
4615,6.0
4616,6.0
4617,6.0
4618,6.0
4619,6.0
4620,6.0
4621,6.0
4622,6.0
4623,6.0
4624,6.0
4625,6.0
4626,6.0
4627,6.0
4628,6.0
4629,6.0
4630,6.0
4631,6.0
4632,1.0
4633,1.0
4634,1.0
4635,1.0
4636,1.0
4637,1.0
4638,1.0
4639,1.0
4640,1.0
4641,1.0
4642,1.0
4643,1.0
4644,1.0
4645,1.0
4646,1.0
4647,1.0
4648,1.0
4649,1.0
4650,1.0
4651,1.0
4652,1.0
4653,1.0
4654,1.0
4655,3.0
4656,3.0
4657,3.0
4658,3.0
4659,3.0
4660,3.0
4661,3.0
4662,3.0
4663,3.0
4664,3.0
4665,3.0
4666,3.0
4667,3.0
4668,3.0
4669,3.0
4670,3.0
4671,3.0
4672,3.0
4673,2.0
4674,2.0
4675,2.0
4676,2.0
4677,2.0
4678,2.0
4679,2.0
4680,2.0
4681,2.0
4682,2.0
4683,2.0
4684,2.0
4685,2.0
4686,2.0
4687,2.0
4688,2.0
4689,2.0
4690,2.0
4691,2.0
4692,2.0
4693,2.0
4694,5.0
4695,5.0
4696,5.0
4697,5.0
4698,5.0
4699,5.0
4700,5.0
4701,5.0
4702,5.0
4703,5.0
4704,5.0
4705,5.0
4706,5.0
4707,5.0
4708,5.0
4709,5.0
4710,5.0
4711,5.0
4712,5.0
4713,5.0
4714,5.0
4715,5.0
4716,5.0
4717,5.0
4718,5.0
4719,5.0
4720,5.0
4721,5.0
4722,5.0
4723,5.0
4724,5.0
4725,5.0
4726,5.0
4727,4.0
4728,4.0
4729,4.0
4730,4.0
4731,4.0
4732,4.0
4733,4.0
4734,4.0
4735,4.0
4736,4.0
4737,4.0
4738,4.0
4739,4.0
4740,4.0
4741,4.0
4742,4.0
4743,4.0
4744,4.0
4745,4.0
4746,4.0
4747,4.0
4748,4.0
4749,4.0
4750,4.0
4751,4.0
4752,4.0
4753,4.0
4754,4.0
4755,4.0
4756,4.0
4757,4.0
4758,4.0
4759,4.0
4760,4.0
4761,4.0
4762,4.0
4763,4.0
4764,4.0
4765,6.0
4766,6.0
4767,6.0
4768,6.0
4769,6.0
4770,6.0
4771,6.0
4772,6.0
4773,6.0
4774,6.0
4775,6.0
4776,6.0
4777,6.0
4778,6.0
4779,6.0
4780,6.0
4781,6.0
4782,6.0
4783,6.0
4784,6.0
4785,6.0
4786,6.0
4787,6.0
4788,6.0
4789,6.0
4790,6.0
4791,6.0
4792,6.0
4793,6.0
4794,6.0
4795,6.0
4796,6.0
4797,6.0
4798,1.0
4799,1.0
4800,1.0
4801,1.0
4802,1.0
4803,1.0
4804,1.0
4805,1.0
4806,1.0
4807,1.0
4808,1.0
4809,1.0
4810,1.0
4811,1.0
4812,1.0
4813,1.0
4814,1.0
4815,1.0
4816,1.0
4817,1.0
4818,1.0
4819,1.0
4820,1.0
4821,1.0
4822,1.0
4823,1.0
4824,1.0
4825,1.0
4826,1.0
4827,1.0
4828,3.0
4829,3.0
4830,3.0
4831,3.0
4832,3.0
4833,3.0
4834,3.0
4835,3.0
4836,3.0
4837,2.0
4838,2.0
4839,2.0
4840,2.0
4841,2.0
4842,2.0
4843,2.0
4844,2.0
4845,2.0
4846,3.0
4847,3.0
4848,3.0
4849,3.0
4850,3.0
4851,3.0
4852,3.0
4853,3.0
4854,3.0
4855,2.0
4856,2.0
4857,2.0
4858,2.0
4859,2.0
4860,2.0
4861,2.0
4862,2.0
4863,3.0
4864,3.0
4865,3.0
4866,3.0
4867,3.0
4868,3.0
4869,3.0
4870,3.0
4871,3.0
4872,2.0
4873,2.0
4874,2.0
4875,2.0
4876,2.0
4877,2.0
4878,2.0
4879,2.0
4880,5.0
4881,5.0
4882,5.0
4883,5.0
4884,5.0
4885,5.0
4886,5.0
4887,5.0
4888,5.0
4889,5.0
4890,5.0
4891,5.0
4892,5.0
4893,5.0
4894,5.0
4895,5.0
4896,5.0
4897,5.0
4898,5.0
4899,5.0
4900,5.0
4901,5.0
4902,5.0
4903,5.0
4904,5.0
4905,5.0
4906,5.0
4907,5.0
4908,5.0
4909,5.0
4910,5.0
4911,5.0
4912,5.0
4913,5.0
4914,5.0
4915,4.0
4916,4.0
4917,4.0
4918,4.0
4919,4.0
4920,4.0
4921,4.0
4922,4.0
4923,4.0
4924,4.0
4925,4.0
4926,4.0
4927,4.0
4928,4.0
4929,4.0
4930,4.0
4931,4.0
4932,4.0
4933,4.0
4934,4.0
4935,4.0
4936,4.0
4937,4.0
4938,4.0
4939,4.0
4940,4.0
4941,4.0
4942,4.0
4943,4.0
4944,4.0
4945,6.0
4946,6.0
4947,6.0
4948,6.0
4949,6.0
4950,6.0
4951,6.0
4952,6.0
4953,6.0
4954,6.0
4955,6.0
4956,6.0
4957,6.0
4958,6.0
4959,6.0
4960,6.0
4961,6.0
4962,6.0
4963,6.0
4964,6.0
4965,6.0
4966,6.0
4967,6.0
4968,6.0
4969,6.0
4970,6.0
4971,6.0
4972,6.0
4973,6.0
4974,6.0
4975,6.0
4976,6.0
4977,6.0
4978,6.0
4979,6.0
4980,6.0
4981,6.0
4982,6.0
4983,6.0
4984,1.0
4985,1.0
4986,1.0
4987,1.0
4988,1.0
4989,1.0
4990,1.0
4991,1.0
4992,1.0
4993,1.0
4994,1.0
4995,1.0
4996,1.0
4997,1.0
4998,1.0
4999,1.0
5000,1.0
5001,1.0
5002,1.0
5003,1.0
5004,1.0
5005,1.0
5006,1.0
5007,1.0
5008,1.0
5009,1.0
5010,1.0
5011,1.0
5012,1.0
5013,3.0
5014,3.0
5015,3.0
5016,3.0
5017,3.0
5018,3.0
5019,3.0
5020,3.0
5021,3.0
5022,3.0
5023,3.0
5024,3.0
5025,3.0
5026,3.0
5027,3.0
5028,3.0
5029,3.0
5030,3.0
5031,3.0
5032,3.0
5033,3.0
5034,3.0
5035,3.0
5036,3.0
5037,3.0
5038,3.0
5039,3.0
5040,2.0
5041,2.0
5042,2.0
5043,2.0
5044,2.0
5045,2.0
5046,2.0
5047,2.0
5048,2.0
5049,2.0
5050,2.0
5051,2.0
5052,2.0
5053,2.0
5054,2.0
5055,2.0
5056,2.0
5057,2.0
5058,2.0
5059,2.0
5060,2.0
5061,2.0
5062,2.0
5063,2.0
5064,2.0
5065,2.0
5066,5.0
5067,5.0
5068,5.0
5069,5.0
5070,5.0
5071,5.0
5072,5.0
5073,5.0
5074,5.0
5075,5.0
5076,5.0
5077,5.0
5078,5.0
5079,5.0
5080,5.0
5081,5.0
5082,5.0
5083,5.0
5084,5.0
5085,5.0
5086,5.0
5087,5.0
5088,5.0
5089,5.0
5090,5.0
5091,5.0
5092,5.0
5093,5.0
5094,5.0
5095,5.0
5096,5.0
5097,5.0
5098,5.0
5099,5.0
5100,5.0
5101,5.0
5102,5.0
5103,4.0
5104,4.0
5105,4.0
5106,4.0
5107,4.0
5108,4.0
5109,4.0
5110,4.0
5111,4.0
5112,4.0
5113,4.0
5114,4.0
5115,4.0
5116,4.0
5117,4.0
5118,4.0
5119,4.0
5120,4.0
5121,4.0
5122,4.0
5123,4.0
5124,4.0
5125,4.0
5126,4.0
5127,4.0
5128,4.0
5129,4.0
5130,4.0
5131,4.0
5132,4.0
5133,4.0
5134,4.0
5135,4.0
5136,4.0
5137,6.0
5138,6.0
5139,6.0
5140,6.0
5141,6.0
5142,6.0
5143,6.0
5144,6.0
5145,6.0
5146,6.0
5147,6.0
5148,6.0
5149,6.0
5150,6.0
5151,6.0
5152,6.0
5153,6.0
5154,6.0
5155,6.0
5156,6.0
5157,6.0
5158,6.0
5159,6.0
5160,6.0
5161,6.0
5162,6.0
5163,6.0
5164,6.0
5165,6.0
5166,6.0
5167,6.0
5168,6.0
5169,6.0
5170,1.0
5171,1.0
5172,1.0
5173,1.0
5174,1.0
5175,1.0
5176,1.0
5177,1.0
5178,1.0
5179,1.0
5180,1.0
5181,1.0
5182,1.0
5183,1.0
5184,1.0
5185,1.0
5186,1.0
5187,1.0
5188,1.0
5189,1.0
5190,1.0
5191,1.0
5192,1.0
5193,1.0
5194,1.0
5195,1.0
5196,1.0
5197,1.0
5198,1.0
5199,1.0
5200,1.0
5201,1.0
5202,1.0
5203,1.0
5204,1.0
5205,1.0
5206,3.0
5207,3.0
5208,3.0
5209,3.0
5210,3.0
5211,3.0
5212,3.0
5213,3.0
5214,3.0
5215,3.0
5216,3.0
5217,3.0
5218,3.0
5219,3.0
5220,3.0
5221,3.0
5222,3.0
5223,3.0
5224,3.0
5225,3.0
5226,3.0
5227,3.0
5228,3.0
5229,3.0
5230,3.0
5231,3.0
5232,3.0
5233,3.0
5234,3.0
5235,3.0
5236,2.0
5237,2.0
5238,2.0
5239,2.0
5240,2.0
5241,2.0
5242,2.0
5243,2.0
5244,2.0
5245,2.0
5246,2.0
5247,2.0
5248,2.0
5249,2.0
5250,2.0
5251,2.0
5252,2.0
5253,2.0
5254,2.0
5255,2.0
5256,2.0
5257,2.0
5258,2.0
5259,2.0
5260,2.0
5261,2.0
5262,2.0
5263,2.0
5264,2.0
5265,2.0
5266,2.0
5267,2.0
5268,2.0
5269,2.0
5270,2.0
5271,5.0
5272,5.0
5273,5.0
5274,5.0
5275,5.0
5276,5.0
5277,5.0
5278,5.0
5279,5.0
5280,5.0
5281,5.0
5282,5.0
5283,5.0
5284,5.0
5285,5.0
5286,5.0
5287,5.0
5288,5.0
5289,5.0
5290,5.0
5291,5.0
5292,5.0
5293,5.0
5294,5.0
5295,5.0
5296,5.0
5297,5.0
5298,5.0
5299,5.0
5300,5.0
5301,5.0
5302,5.0
5303,5.0
5304,5.0
5305,5.0
5306,5.0
5307,5.0
5308,4.0
5309,4.0
5310,4.0
5311,4.0
5312,4.0
5313,4.0
5314,4.0
5315,4.0
5316,4.0
5317,4.0
5318,4.0
5319,4.0
5320,4.0
5321,4.0
5322,4.0
5323,4.0
5324,4.0
5325,4.0
5326,4.0
5327,4.0
5328,4.0
5329,4.0
5330,4.0
5331,4.0
5332,4.0
5333,4.0
5334,4.0
5335,4.0
5336,4.0
5337,4.0
5338,4.0
5339,6.0
5340,6.0
5341,6.0
5342,6.0
5343,6.0
5344,6.0
5345,6.0
5346,6.0
5347,6.0
5348,6.0
5349,6.0
5350,6.0
5351,6.0
5352,6.0
5353,6.0
5354,6.0
5355,6.0
5356,6.0
5357,6.0
5358,6.0
5359,6.0
5360,6.0
5361,6.0
5362,6.0
5363,6.0
5364,6.0
5365,6.0
5366,6.0
5367,6.0
5368,6.0
5369,6.0
5370,6.0
5371,6.0
5372,6.0
5373,6.0
5374,6.0
5375,6.0
5376,6.0
5377,6.0
5378,6.0
5379,1.0
5380,1.0
5381,1.0
5382,1.0
5383,1.0
5384,1.0
5385,1.0
5386,1.0
5387,1.0
5388,1.0
5389,1.0
5390,1.0
5391,1.0
5392,1.0
5393,1.0
5394,1.0
5395,1.0
5396,1.0
5397,1.0
5398,1.0
5399,1.0
5400,1.0
5401,1.0
5402,1.0
5403,1.0
5404,1.0
5405,1.0
5406,1.0
5407,1.0
5408,1.0
5409,1.0
5410,1.0
5411,1.0
5412,1.0
5413,1.0
5414,1.0
5415,1.0
5416,1.0
5417,3.0
5418,3.0
5419,3.0
5420,3.0
5421,3.0
5422,3.0
5423,3.0
5424,3.0
5425,3.0
5426,3.0
5427,3.0
5428,3.0
5429,3.0
5430,3.0
5431,3.0
5432,3.0
5433,3.0
5434,3.0
5435,3.0
5436,3.0
5437,3.0
5438,3.0
5439,3.0
5440,3.0
5441,3.0
5442,3.0
5443,3.0
5444,3.0
5445,2.0
5446,2.0
5447,2.0
5448,2.0
5449,2.0
5450,2.0
5451,2.0
5452,2.0
5453,2.0
5454,2.0
5455,2.0
5456,2.0
5457,2.0
5458,2.0
5459,2.0
5460,2.0
5461,2.0
5462,2.0
5463,2.0
5464,2.0
5465,2.0
5466,2.0
5467,2.0
5468,2.0
5469,2.0
5470,2.0
5471,2.0
5472,2.0
5473,2.0
5474,2.0
5475,5.0
5476,5.0
5477,5.0
5478,5.0
5479,5.0
5480,5.0
5481,5.0
5482,5.0
5483,5.0
5484,5.0
5485,5.0
5486,5.0
5487,5.0
5488,5.0
5489,5.0
5490,5.0
5491,5.0
5492,5.0
5493,5.0
5494,5.0
5495,5.0
5496,5.0
5497,5.0
5498,5.0
5499,5.0
5500,5.0
5501,5.0
5502,5.0
5503,5.0
5504,5.0
5505,5.0
5506,5.0
5507,5.0
5508,5.0
5509,5.0
5510,5.0
5511,5.0
5512,5.0
5513,4.0
5514,4.0
5515,4.0
5516,4.0
5517,4.0
5518,4.0
5519,4.0
5520,4.0
5521,4.0
5522,4.0
5523,4.0
5524,4.0
5525,4.0
5526,4.0
5527,4.0
5528,4.0
5529,4.0
5530,4.0
5531,4.0
5532,4.0
5533,4.0
5534,4.0
5535,4.0
5536,4.0
5537,4.0
5538,4.0
5539,4.0
5540,4.0
5541,4.0
5542,4.0
5543,4.0
5544,4.0
5545,4.0
5546,4.0
5547,4.0
5548,4.0
5549,4.0
5550,4.0
5551,4.0
5552,4.0
5553,4.0
5554,4.0
5555,4.0
5556,4.0
5557,6.0
5558,6.0
5559,6.0
5560,6.0
5561,6.0
5562,6.0
5563,6.0
5564,6.0
5565,6.0
5566,6.0
5567,6.0
5568,6.0
5569,6.0
5570,6.0
5571,6.0
5572,6.0
5573,6.0
5574,6.0
5575,6.0
5576,6.0
5577,6.0
5578,6.0
5579,6.0
5580,6.0
5581,6.0
5582,6.0
5583,6.0
5584,6.0
5585,6.0
5586,6.0
5587,6.0
5588,6.0
5589,6.0
5590,6.0
5591,1.0
5592,1.0
5593,1.0
5594,1.0
5595,1.0
5596,1.0
5597,1.0
5598,1.0
5599,1.0
5600,1.0
5601,1.0
5602,1.0
5603,1.0
5604,1.0
5605,1.0
5606,1.0
5607,1.0
5608,1.0
5609,1.0
5610,1.0
5611,1.0
5612,1.0
5613,1.0
5614,1.0
5615,1.0
5616,1.0
5617,1.0
5618,1.0
5619,3.0
5620,3.0
5621,3.0
5622,3.0
5623,3.0
5624,3.0
5625,3.0
5626,3.0
5627,3.0
5628,3.0
5629,3.0
5630,3.0
5631,3.0
5632,3.0
5633,3.0
5634,3.0
5635,3.0
5636,3.0
5637,3.0
5638,3.0
5639,3.0
5640,3.0
5641,3.0
5642,3.0
5643,3.0
5644,2.0
5645,2.0
5646,2.0
5647,2.0
5648,2.0
5649,2.0
5650,2.0
5651,2.0
5652,2.0
5653,2.0
5654,2.0
5655,2.0
5656,2.0
5657,2.0
5658,2.0
5659,2.0
5660,2.0
5661,2.0
5662,2.0
5663,2.0
5664,2.0
5665,2.0
5666,2.0
5667,2.0
5668,2.0
5669,2.0
5670,2.0
5671,2.0
5672,5.0
5673,5.0
5674,5.0
5675,5.0
5676,5.0
5677,5.0
5678,5.0
5679,5.0
5680,5.0
5681,5.0
5682,5.0
5683,5.0
5684,5.0
5685,5.0
5686,5.0
5687,5.0
5688,5.0
5689,5.0
5690,5.0
5691,5.0
5692,5.0
5693,5.0
5694,5.0
5695,5.0
5696,5.0
5697,5.0
5698,5.0
5699,5.0
5700,5.0
5701,5.0
5702,5.0
5703,5.0
5704,5.0
5705,5.0
5706,5.0
5707,5.0
5708,4.0
5709,4.0
5710,4.0
5711,4.0
5712,4.0
5713,4.0
5714,4.0
5715,4.0
5716,4.0
5717,4.0
5718,4.0
5719,4.0
5720,4.0
5721,4.0
5722,4.0
5723,4.0
5724,4.0
5725,4.0
5726,4.0
5727,4.0
5728,4.0
5729,4.0
5730,4.0
5731,4.0
5732,4.0
5733,4.0
5734,4.0
5735,4.0
5736,4.0
5737,4.0
5738,4.0
5739,4.0
5740,4.0
5741,4.0
5742,6.0
5743,6.0
5744,6.0
5745,6.0
5746,6.0
5747,6.0
5748,6.0
5749,6.0
5750,6.0
5751,6.0
5752,6.0
5753,6.0
5754,6.0
5755,6.0
5756,6.0
5757,6.0
5758,6.0
5759,6.0
5760,6.0
5761,6.0
5762,6.0
5763,6.0
5764,6.0
5765,6.0
5766,6.0
5767,6.0
5768,6.0
5769,6.0
5770,6.0
5771,6.0
5772,6.0
5773,6.0
5774,6.0
5775,6.0
5776,6.0
5777,6.0
5778,6.0
5779,6.0
5780,6.0
5781,6.0
5782,6.0
5783,6.0
5784,1.0
5785,1.0
5786,1.0
5787,1.0
5788,1.0
5789,1.0
5790,1.0
5791,1.0
5792,1.0
5793,1.0
5794,1.0
5795,1.0
5796,1.0
5797,1.0
5798,1.0
5799,1.0
5800,1.0
5801,1.0
5802,1.0
5803,1.0
5804,1.0
5805,1.0
5806,1.0
5807,1.0
5808,1.0
5809,1.0
5810,1.0
5811,1.0
5812,1.0
5813,1.0
5814,1.0
5815,3.0
5816,3.0
5817,3.0
5818,3.0
5819,3.0
5820,3.0
5821,3.0
5822,3.0
5823,3.0
5824,3.0
5825,3.0
5826,3.0
5827,3.0
5828,3.0
5829,3.0
5830,3.0
5831,3.0
5832,2.0
5833,2.0
5834,2.0
5835,2.0
5836,2.0
5837,2.0
5838,2.0
5839,2.0
5840,2.0
5841,2.0
5842,2.0
5843,2.0
5844,2.0
5845,2.0
5846,2.0
5847,2.0
5848,2.0
5849,2.0
5850,3.0
5851,3.0
5852,3.0
5853,3.0
5854,3.0
5855,3.0
5856,3.0
5857,3.0
5858,2.0
5859,2.0
5860,2.0
5861,2.0
5862,2.0
5863,2.0
5864,2.0
5865,2.0
5866,2.0
5867,5.0
5868,5.0
5869,5.0
5870,5.0
5871,5.0
5872,5.0
5873,5.0
5874,5.0
5875,5.0
5876,5.0
5877,5.0
5878,5.0
5879,5.0
5880,5.0
5881,5.0
5882,5.0
5883,5.0
5884,5.0
5885,5.0
5886,5.0
5887,5.0
5888,5.0
5889,5.0
5890,5.0
5891,5.0
5892,5.0
5893,5.0
5894,5.0
5895,5.0
5896,5.0
5897,5.0
5898,5.0
5899,5.0
5900,5.0
5901,5.0
5902,5.0
5903,4.0
5904,4.0
5905,4.0
5906,4.0
5907,4.0
5908,4.0
5909,4.0
5910,4.0
5911,4.0
5912,4.0
5913,4.0
5914,4.0
5915,4.0
5916,4.0
5917,4.0
5918,4.0
5919,4.0
5920,4.0
5921,4.0
5922,4.0
5923,4.0
5924,4.0
5925,4.0
5926,4.0
5927,4.0
5928,4.0
5929,4.0
5930,4.0
5931,4.0
5932,4.0
5933,4.0
5934,4.0
5935,4.0
5936,4.0
5937,4.0
5938,4.0
5939,4.0
5940,6.0
5941,6.0
5942,6.0
5943,6.0
5944,6.0
5945,6.0
5946,6.0
5947,6.0
5948,6.0
5949,6.0
5950,6.0
5951,6.0
5952,6.0
5953,6.0
5954,6.0
5955,6.0
5956,6.0
5957,6.0
5958,6.0
5959,6.0
5960,6.0
5961,6.0
5962,6.0
5963,6.0
5964,6.0
5965,6.0
5966,6.0
5967,6.0
5968,6.0
5969,6.0
5970,6.0
5971,6.0
5972,6.0
5973,6.0
5974,6.0
5975,6.0
5976,1.0
5977,1.0
5978,1.0
5979,1.0
5980,1.0
5981,1.0
5982,1.0
5983,1.0
5984,1.0
5985,1.0
5986,1.0
5987,1.0
5988,1.0
5989,1.0
5990,1.0
5991,1.0
5992,1.0
5993,1.0
5994,1.0
5995,1.0
5996,1.0
5997,1.0
5998,1.0
5999,1.0
6000,1.0
6001,1.0
6002,1.0
6003,1.0
6004,3.0
6005,3.0
6006,3.0
6007,3.0
6008,3.0
6009,3.0
6010,3.0
6011,3.0
6012,3.0
6013,3.0
6014,3.0
6015,3.0
6016,3.0
6017,3.0
6018,3.0
6019,3.0
6020,3.0
6021,3.0
6022,3.0
6023,3.0
6024,3.0
6025,3.0
6026,2.0
6027,2.0
6028,2.0
6029,2.0
6030,2.0
6031,2.0
6032,2.0
6033,2.0
6034,2.0
6035,2.0
6036,2.0
6037,2.0
6038,2.0
6039,2.0
6040,2.0
6041,2.0
6042,2.0
6043,2.0
6044,2.0
6045,2.0
6046,2.0
6047,2.0
6048,2.0
6049,2.0
6050,2.0
6051,5.0
6052,5.0
6053,5.0
6054,5.0
6055,5.0
6056,5.0
6057,5.0
6058,5.0
6059,5.0
6060,5.0
6061,5.0
6062,5.0
6063,5.0
6064,5.0
6065,5.0
6066,5.0
6067,5.0
6068,5.0
6069,5.0
6070,5.0
6071,5.0
6072,5.0
6073,5.0
6074,5.0
6075,5.0
6076,5.0
6077,5.0
6078,5.0
6079,5.0
6080,5.0
6081,5.0
6082,5.0
6083,5.0
6084,5.0
6085,5.0
6086,5.0
6087,5.0
6088,5.0
6089,5.0
6090,5.0
6091,5.0
6092,5.0
6093,5.0
6094,5.0
6095,4.0
6096,4.0
6097,4.0
6098,4.0
6099,4.0
6100,4.0
6101,4.0
6102,4.0
6103,4.0
6104,4.0
6105,4.0
6106,4.0
6107,4.0
6108,4.0
6109,4.0
6110,4.0
6111,4.0
6112,4.0
6113,4.0
6114,4.0
6115,4.0
6116,4.0
6117,4.0
6118,4.0
6119,4.0
6120,4.0
6121,4.0
6122,4.0
6123,4.0
6124,4.0
6125,4.0
6126,4.0
6127,4.0
6128,6.0
6129,6.0
6130,6.0
6131,6.0
6132,6.0
6133,6.0
6134,6.0
6135,6.0
6136,6.0
6137,6.0
6138,6.0
6139,6.0
